1 0.00000000000000000e+00 1.00000000000000000e+00 0.00000000000000000e+00
2 7.99999999999999600e-01 1.00000000000000133e+00 1.33226762955018785e-15
3 1.60000000000000031e+00 1.00000000000000133e+00 1.33226762955018785e-15
4 2.39999999999999991e+00 1.00000000000000133e+00 1.33226762955018785e-15
5 3.20000000000000062e+00 1.00000000000000178e+00 1.77635683940025046e-15
6 4.00000000000000000e+00 1.00000000000000067e+00 6.66133814775093924e-16
7 4.79999999999999982e+00 1.00000000000000111e+00 1.11022302462515654e-15
8 5.60000000000000053e+00 1.00000000000000111e+00 1.11022302462515654e-15
9 6.40000000000000036e+00 1.00000000000000111e+00 1.11022302462515654e-15
10 7.19999999999999929e+00 1.00000000000000222e+00 2.22044604925031308e-15
11 8.00000000000000000e+00 1.00000000000000000e+00 0.00000000000000000e+00
12 8.80000000000000071e+00 1.00000000000000222e+00 2.22044604925031308e-15
13 9.59999999999999964e+00 1.00000000000000222e+00 2.22044604925031308e-15
14 1.04000000000000004e+01 1.00000000000000000e+00 0.00000000000000000e+00
15 1.12000000000000011e+01 1.00000000000000222e+00 2.22044604925031308e-15
16 1.20000000000000000e+01 1.00000000000000222e+00 2.22044604925031308e-15
17 1.28000000000000007e+01 1.00000000000000000e+00 0.00000000000000000e+00
18 1.36000000000000014e+01 1.00000000000000444e+00 4.44089209850062616e-15
19 1.43999999999999986e+01 1.00000000000000444e+00 4.44089209850062616e-15
20 1.51999999999999993e+01 1.00000000000000000e+00 0.00000000000000000e+00
21 1.60000000000000000e+01 1.00000000000000000e+00 0.00000000000000000e+00
22 1.68000000000000007e+01 1.00000000000000000e+00 0.00000000000000000e+00
23 1.76000000000000014e+01 1.00000000000000000e+00 0.00000000000000000e+00
24 1.84000000000000021e+01 1.00000000000000444e+00 4.44089209850062616e-15
25 1.91999999999999993e+01 1.00000000000000444e+00 4.44089209850062616e-15
26 2.00000000000000000e+01 1.00000000000000000e+00 0.00000000000000000e+00
